timestamp,cpu_percent,memory_mb,inference_time
1777339861.911941,0.0,285.34375,1.4915556907653809
1777339862.0120878,0.6,287.56640625,1.4915556907653809
1777339862.1122196,0.0,287.58203125,1.4915556907653809
1777339862.2130377,19.9,314.16015625,1.4915556907653809
1777339862.3131728,3.1,314.0078125,1.4915556907653809
1777339862.4734452,7.8,322.40234375,1.4915556907653809
1777339862.5740733,6.2,351.984375,1.4915556907653809
1777339862.6746995,61.1,429.03515625,1.4915556907653809
1777339862.774928,86.2,584.59375,1.4915556907653809
1777339862.8751657,90.6,693.00390625,1.4915556907653809
1777339862.9756813,100.0,682.49609375,1.4915556907653809
1777339863.0758908,100.0,747.49609375,1.4915556907653809
1777339863.1766446,100.0,635.515625,1.4915556907653809
1777339863.2768865,70.6,676.59765625,1.4915556907653809
1777339863.377104,100.0,796.38671875,1.4915556907653809
1777339863.4773104,100.0,767.7109375,1.4915556907653809
1777339863.577676,61.3,743.42578125,1.4915556907653809
1777339863.67865,99.4,681.7890625,1.4915556907653809
1777339863.778856,100.0,768.53125,1.4915556907653809
