timestamp,cpu_percent,memory_mb,inference_time
1776305616.7525368,0.0,284.7265625,90.17850279808044
1776305616.8528256,7.5,286.8046875,90.17850279808044
1776305616.9530919,2.4,286.82421875,90.17850279808044
1776305617.053817,15.0,308.6875,90.17850279808044
1776305617.1557271,30.0,312.8984375,90.17850279808044
1776305617.3357522,25.0,312.88671875,90.17850279808044
1776305617.4360244,2.5,312.7265625,90.17850279808044
1776305617.536438,37.5,501.4140625,90.17850279808044
1776305617.6406283,42.9,417.09765625,90.17850279808044
1776305617.7970011,24.2,417.953125,90.17850279808044
1776305617.8976567,25.0,430.48828125,90.17850279808044
1776305617.998635,25.0,443.30078125,90.17850279808044
1776305618.109234,24.4,452.27734375,90.17850279808044
1776305618.21003,40.0,566.89453125,90.17850279808044
1776305618.3104703,50.0,740.6171875,90.17850279808044
1776305618.4108653,52.5,912.8984375,90.17850279808044
1776305618.5112207,50.0,1101.57421875,90.17850279808044
1776305618.6115985,50.0,1437.0625,90.17850279808044
1776305618.7119596,51.2,1597.203125,90.17850279808044
1776305618.8124456,48.7,1819.09765625,90.17850279808044
1776305618.912832,43.9,1560.61328125,90.17850279808044
1776305619.013223,48.7,1565.4296875,90.17850279808044
1776305619.1135912,48.8,1510.32421875,90.17850279808044
1776305619.2139711,50.0,1823.6953125,90.17850279808044
1776305619.3143265,50.0,2086.515625,90.17850279808044
1776305619.4146307,50.0,1975.75,90.17850279808044
1776305619.514951,43.6,1487.14453125,90.17850279808044
1776305619.6153152,34.1,527.32421875,90.17850279808044
1776305619.715715,50.0,644.953125,90.17850279808044
1776305619.8161047,50.0,816.54296875,90.17850279808044
1776305619.9165072,51.2,991.3671875,90.17850279808044
1776305620.0168698,50.0,1213.34375,90.17850279808044
1776305620.1172385,50.0,1489.703125,90.17850279808044
1776305620.217615,51.2,1715.33984375,90.17850279808044
1776305620.3179767,46.2,1866.73046875,90.17850279808044
1776305620.4183948,46.2,1665.328125,90.17850279808044
1776305620.5187843,48.8,1656.74609375,90.17850279808044
1776305620.6191525,50.0,1630.36328125,90.17850279808044
1776305620.7195027,50.0,1873.890625,90.17850279808044
1776305620.8198483,50.0,2207.26171875,90.17850279808044
1776305620.9202275,46.3,1868.625,90.17850279808044
1776305621.020555,43.6,1252.75390625,90.17850279808044
1776305621.121058,39.0,556.81640625,90.17850279808044
1776305621.2214813,48.7,717.66015625,90.17850279808044
1776305621.321864,51.2,887.63671875,90.17850279808044
1776305621.422243,50.0,1061.3203125,90.17850279808044
1776305621.522632,51.2,1328.45703125,90.17850279808044
1776305621.6230178,48.7,1504.171875,90.17850279808044
1776305621.723396,50.0,1820.50390625,90.17850279808044
1776305621.8237996,43.9,1504.2109375,90.17850279808044
1776305621.924166,48.7,1521.875,90.17850279808044
1776305622.024902,48.8,1504.2109375,90.17850279808044
1776305622.1252592,51.2,1729.67578125,90.17850279808044
1776305622.2256408,48.7,1971.828125,90.17850279808044
1776305622.3259928,50.0,2261.9375,90.17850279808044
1776305622.4264002,47.5,1883.09375,90.17850279808044
1776305622.526738,36.6,856.3125,90.17850279808044
1776305622.6271355,47.5,555.18359375,90.17850279808044
1776305622.7275436,50.0,725.94140625,90.17850279808044
1776305622.827914,48.7,898.75390625,90.17850279808044
1776305622.9282968,50.0,1071.92578125,90.17850279808044
1776305623.0286524,50.0,1387.28125,90.17850279808044
1776305623.129009,50.0,1549.14453125,90.17850279808044
1776305623.229494,50.0,1846.5625,90.17850279808044
1776305623.3298717,43.6,1529.50390625,90.17850279808044
1776305623.4302793,47.5,1548.50390625,90.17850279808044
1776305623.5306814,50.0,1467.6875,90.17850279808044
1776305623.6310477,48.8,1803.73046875,90.17850279808044
1776305623.7314336,50.0,2043.26953125,90.17850279808044
1776305623.8317919,50.0,2225.41796875,90.17850279808044
1776305623.93218,48.8,1850.22265625,90.17850279808044
1776305624.0325663,30.8,529.4765625,90.17850279808044
1776305624.1329503,51.2,638.953125,90.17850279808044
1776305624.2333436,50.0,809.9296875,90.17850279808044
1776305624.3337224,48.7,982.34375,90.17850279808044
1776305624.4340808,50.0,1171.9453125,90.17850279808044
1776305624.5344598,50.0,1502.02734375,90.17850279808044
1776305624.6348116,51.2,1658.5390625,90.17850279808044
1776305624.7352653,50.0,1890.296875,90.17850279808044
1776305624.8356655,43.9,1618.86328125,90.17850279808044
1776305624.9360542,48.7,1625.2734375,90.17850279808044
1776305625.0367594,48.8,1563.921875,90.17850279808044
1776305625.1371346,50.0,1890.2578125,90.17850279808044
1776305625.237521,50.0,2146.99609375,90.17850279808044
1776305625.3378205,50.0,2080.1171875,90.17850279808044
1776305625.4381378,45.0,1550.0546875,90.17850279808044
1776305625.538547,35.0,567.51953125,90.17850279808044
1776305625.6389406,51.2,648.6875,90.17850279808044
1776305625.739323,48.7,818.859375,90.17850279808044
1776305625.8397005,50.0,992.53125,90.17850279808044
1776305625.9400516,48.8,1228.11328125,90.17850279808044
1776305626.0404737,50.0,1474.78125,90.17850279808044
1776305626.1408288,50.0,1722.8359375,90.17850279808044
1776305626.2411437,47.5,1702.484375,90.17850279808044
1776305626.3415606,47.5,1662.69140625,90.17850279808044
1776305626.4419491,48.8,1650.109375,90.17850279808044
1776305626.5423245,48.7,1627.578125,90.17850279808044
1776305626.6426716,50.0,1870.8515625,90.17850279808044
1776305626.743047,48.8,2204.51171875,90.17850279808044
1776305626.8434682,47.5,1857.3515625,90.17850279808044
1776305626.9437919,45.0,1253.1328125,90.17850279808044
1776305627.0441687,37.5,571.08203125,90.17850279808044
1776305627.1445775,48.8,467.70703125,90.17850279808044
1776305627.2449553,48.7,476.2890625,90.17850279808044
1776305627.3453088,50.0,708.265625,90.17850279808044
1776305627.4456599,50.0,926.66796875,90.17850279808044
1776305627.54606,50.0,1129.96875,90.17850279808044
1776305627.646508,51.2,1346.2265625,90.17850279808044
1776305627.746881,47.5,1185.3203125,90.17850279808044
1776305627.8472471,50.0,1247.23046875,90.17850279808044
1776305627.947629,50.0,1309.19140625,90.17850279808044
1776305628.0480242,51.2,1348.03125,90.17850279808044
1776305628.1484494,50.0,1348.03125,90.17850279808044
1776305628.2487664,43.6,1349.48828125,90.17850279808044
1776305628.3491464,35.0,1403.96484375,90.17850279808044
1776305628.449562,41.5,1466.140625,90.17850279808044
1776305628.5499494,50.0,1552.89453125,90.17850279808044
1776305628.650268,50.0,1554.5234375,90.17850279808044
1776305628.750664,50.0,1533.21875,90.17850279808044
1776305628.8510568,50.0,1584.11328125,90.17850279808044
1776305628.9515321,50.0,1535.66015625,90.17850279808044
1776305629.0519164,51.2,1564.37109375,90.17850279808044
1776305629.1523092,48.7,1575.0859375,90.17850279808044
1776305629.252704,50.0,1526.32421875,90.17850279808044
1776305629.3530881,51.2,1578.2734375,90.17850279808044
1776305629.4535325,50.0,1581.2109375,90.17850279808044
1776305629.5539277,50.0,1550.48828125,90.17850279808044
1776305629.654377,40.0,1608.76171875,90.17850279808044
1776305629.7547812,50.0,1653.49609375,90.17850279808044
1776305629.855181,50.0,1653.49609375,90.17850279808044
